Ref,Experiment site,Year,Exp name,Sowing method,RANGE,ROW,REP,Variety,Nitrogen,N group,Estab (No/msq),PI DM (g/msq),PI Tillers (No/msq),PI NIR %N,PI N uptake (kg N/ha),PM DM (g/msq),Harv tillers (No/msq),HI,Quad Yield (t/ha@ 14%),Header Yield (t/ha@ 14%),Lodging (10=flat),Plant height (cm)
,Brill,2020_21,Brill 20_21,Dry BC,1,1,1,V071,90-0,PW_1,83,469,1102,1.6,75,1523,442,0.49,8.43,*,1,73
,Brill,2020_21,Brill 20_21,Dry BC,1,2,1,Reiziq,150-60,split,75,523,1003,2.05,107,2204,628,0.47,11.63,*,1,79
,Brill,2020_21,Brill 20_21,Dry BC,1,3,1,V037,150-60,split,53,436,964,2.84,124,2096,535,0.47,11.03,*,1,84
,Brill,2020_21,Brill 20_21,Dry BC,1,4,1,Sherpa,150-0,PW_2,77,626,1300,1.93,121,1915,656,0.5,10.73,*,1,83
,Brill,2020_21,Brill 20_21,Dry BC,1,5,1,Reiziq,0-0,zero,81,223,545,1.4,31,896,279,0.51,5.14,*,1,69
,Brill,2020_21,Brill 20_21,Dry BC,1,6,1,Sherpa,210-0,PW_3,91,624,1394,2.48,155,2193,620,0.5,12.41,*,1,83
,Brill,2020_21,Brill 20_21,Dry BC,1,7,1,V071,0-0,zero,79,223,617,1.5,33,1044,285,0.5,5.89,*,1,72
,Brill,2020_21,Brill 20_21,Dry BC,1,8,1,V037,150-0,PW_2,60,534,1191,2.31,124,1813,403,0.45,9.18,*,1,84
,Brill,2020_21,Brill 20_21,Dry BC,1,9,1,Reiziq,210-0,PW_3,86,726,1534,2.16,156,2168,624,0.43,10.42,*,1,*
,Brill,2020_21,Brill 20_21,Dry BC,1,10,1,Sherpa,0-0,zero,99,295,739,1.28,38,1054,357,0.5,5.99,*,1,73
,Brill,2020_21,Brill 20_21,Dry BC,1,11,1,V037,90-0,PW_1,71,519,1134,1.41,73,1676,485,0.47,8.81,*,1,77
,Brill,2020_21,Brill 20_21,Dry BC,1,12,1,V071,150-0,PW_2,101,641,1025,1.89,121,2022,599,0.47,10.61,*,1,82
,Brill,2020_21,Brill 20_21,Dry BC,1,13,1,Reiziq,150-0,PW_2,107,655,1514,1.88,123,1980,566,0.44,9.84,*,1,80
,Brill,2020_21,Brill 20_21,Dry BC,1,14,1,Sherpa,150-60,split,103,655,1421,1.76,115,2309,749,0.5,12.95,*,1,88
,Brill,2020_21,Brill 20_21,Dry BC,1,15,1,V037,210-0,PW_3,72,540,1253,2.86,154,2361,574,0.44,11.69,*,1,86
,Brill,2020_21,Brill 20_21,Dry BC,1,16,1,V071,210-0,PW_3,81,541,1001,2.43,131,2390,726,0.47,12.62,*,1,78
,Brill,2020_21,Brill 20_21,Dry BC,1,17,1,Sherpa,90-0,PW_1,103,495,952,1.39,69,1484,435,0.5,8.36,*,1,75
,Brill,2020_21,Brill 20_21,Dry BC,1,18,1,V037,0-0,zero,70,190,445,1.39,26,960,251,0.48,5.24,*,1,75
,Brill,2020_21,Brill 20_21,Dry BC,1,19,1,V071,150-60,split,84,548,977,2.19,120,2341,508,0.47,12.37,*,1,83
,Brill,2020_21,Brill 20_21,Dry BC,1,20,1,Reiziq,90-0,PW_1,81,395,765,1.79,71,1285,335,0.49,7.12,*,1,77
,Brill,2020_21,Brill 20_21,Dry BC,2,1,2,V071,210-0,PW_3,61,468,1060,2.59,121,2048,564,0.48,11.05,*,1,85
,Brill,2020_21,Brill 20_21,Dry BC,2,2,2,Reiziq,0-0,zero,77,258,526,1.43,37,1108,336,0.5,6.21,*,1,70
,Brill,2020_21,Brill 20_21,Dry BC,2,3,2,V037,210-0,PW_3,67,461,1007,2.85,132,2259,614,0.43,10.97,*,1,86
,Brill,2020_21,Brill 20_21,Dry BC,2,4,2,Sherpa,0-0,zero,96,239,545,1.48,35,1224,350,0.53,7.29,*,1,78
,Brill,2020_21,Brill 20_21,Dry BC,2,5,2,Reiziq,150-0,PW_2,76,552,1096,1.94,107,1989,546,0.45,10.19,*,1,82
,Brill,2020_21,Brill 20_21,Dry BC,2,6,2,Sherpa,150-60,split,77,506,1066,2.42,123,2065,585,0.52,12.17,*,1,89
,Brill,2020_21,Brill 20_21,Dry BC,2,7,2,V071,150-0,PW_2,62,484,1318,2.23,108,1835,404,0.49,10.04,*,1,80
,Brill,2020_21,Brill 20_21,Dry BC,2,8,2,V037,0-0,zero,53,160,392,1.53,25,968,217,0.47,5.18,*,1,76
,Brill,2020_21,Brill 20_21,Dry BC,2,9,2,Reiziq,90-0,PW_1,78,470,1098,1.6,75,1582,324,0.49,8.67,*,1,79
,Brill,2020_21,Brill 20_21,Dry BC,2,10,2,Sherpa,150-0,PW_2,75,516,843,1.9,98,2077,580,0.49,11.47,*,1,79
,Brill,2020_21,Brill 20_21,Dry BC,2,11,2,V037,150-60,split,45,340,863,2.8,95,2036,464,0.45,10.42,*,1,83
,Brill,2020_21,Brill 20_21,Dry BC,2,12,2,V071,90-0,PW_1,54,379,841,1.95,74,1583,339,0.49,8.78,*,1,73
,Brill,2020_21,Brill 20_21,Dry BC,2,13,2,Reiziq,210-0,PW_3,71,472,838,2.19,103,2037,473,0.45,10.31,*,1,84
,Brill,2020_21,Brill 20_21,Dry BC,2,14,2,Sherpa,90-0,PW_1,75,429,827,1.53,65,1475,442,0.53,8.76,*,1,74
,Brill,2020_21,Brill 20_21,Dry BC,2,15,2,V037,150-0,PW_2,55,367,794,2.2,81,1960,462,0.46,10.25,*,1,84
,Brill,2020_21,Brill 20_21,Dry BC,2,16,2,V071,150-60,split,73,480,1039,2.03,97,2105,462,0.49,11.63,*,1,77
,Brill,2020_21,Brill 20_21,Dry BC,2,17,2,Sherpa,210-0,PW_3,67,578,1131,2.56,148,2034,566,0.51,11.63,*,1,82
,Brill,2020_21,Brill 20_21,Dry BC,2,18,2,V037,90-0,PW_1,41,308,717,2,62,1309,293,0.47,6.91,*,1,76
,Brill,2020_21,Brill 20_21,Dry BC,2,19,2,V071,0-0,zero,52,226,571,1.29,29,944,239,0.49,5.17,*,1,70
,Brill,2020_21,Brill 20_21,Dry BC,2,20,2,Reiziq,150-60,split,73,553,1008,1.71,94,2227,590,0.48,11.95,*,1,80
,Brill,2020_21,Brill 20_21,Dry BC,3,1,3,V071,0-0,zero,80,160,377,1.51,24,849,234,0.48,4.64,*,1,72
,Brill,2020_21,Brill 20_21,Dry BC,3,2,3,Reiziq,150-0,PW_2,80,581,1006,1.83,106,1785,453,0.47,9.46,*,1,81
,Brill,2020_21,Brill 20_21,Dry BC,3,3,3,V037,90-0,PW_1,68,326,565,1.85,60,1467,401,0.47,7.74,*,1,75
,Brill,2020_21,Brill 20_21,Dry BC,3,4,3,Sherpa,150-60,split,86,535,1084,1.77,95,2197,579,0.52,12.86,*,1,82
,Brill,2020_21,Brill 20_21,Dry BC,3,5,3,Reiziq,90-0,PW_1,85,395,811,1.51,60,1359,419,0.49,7.49,*,1,75
,Brill,2020_21,Brill 20_21,Dry BC,3,6,3,Sherpa,90-0,PW_1,71,387,778,1.43,55,1593,436,0.53,9.57,*,1,79
,Brill,2020_21,Brill 20_21,Dry BC,3,7,3,V071,210-0,PW_3,63,554,884,2.59,143,2052,463,0.48,11.17,*,1,82
,Brill,2020_21,Brill 20_21,Dry BC,3,8,3,V037,150-60,split,55,410,773,2,82,2404,591,0.46,12.45,*,1,82
,Brill,2020_21,Brill 20_21,Dry BC,3,9,3,Reiziq,0-0,zero,79,194,463,1.41,27,901,260,0.49,4.98,*,1,70
,Brill,2020_21,Brill 20_21,Dry BC,3,10,3,Sherpa,210-0,PW_3,85,588,1325,2.21,130,2288,562,0.48,12.49,*,1,*
,Brill,2020_21,Brill 20_21,Dry BC,3,11,3,V037,210-0,PW_3,65,425,1041,3.13,133,2240,526,0.45,11.28,*,1,87
,Brill,2020_21,Brill 20_21,Dry BC,3,12,3,V071,150-60,split,63,466,1202,2.06,96,2054,530,0.48,11.1,*,1,79
,Brill,2020_21,Brill 20_21,Dry BC,3,13,3,Reiziq,150-60,split,85,583,1040,2.13,124,2066,542,0.48,11.23,*,1,83
,Brill,2020_21,Brill 20_21,Dry BC,3,14,3,Sherpa,150-0,PW_2,102,563,965,1.68,95,1964,512,0.51,11.28,*,1,80
,Brill,2020_21,Brill 20_21,Dry BC,3,15,3,V037,0-0,zero,54,113,304,1.49,17,742,218,0.49,4.11,*,1,71
,Brill,2020_21,Brill 20_21,Dry BC,3,16,3,V071,150-0,PW_2,73,511,946,1.94,99,1816,454,0.45,9.22,*,1,83
,Brill,2020_21,Brill 20_21,Dry BC,3,17,3,Sherpa,0-0,zero,88,213,459,1.25,27,757,251,0.5,4.23,*,1,70
,Brill,2020_21,Brill 20_21,Dry BC,3,18,3,V037,150-0,PW_2,81,602,992,2.07,125,1637,366,0.46,8.4,*,1,85
,Brill,2020_21,Brill 20_21,Dry BC,3,19,3,V071,90-0,PW_1,87,452,782,1.44,65,1246,301,0.48,6.77,*,1,74
,Brill,2020_21,Brill 20_21,Dry BC,3,20,3,Reiziq,210-0,PW_3,81,619,1325,2.11,130,2289,628,0.46,11.99,*,1,88
,Payne,2020_21,Payne 20_21,Drill,1,1,1,V025,90-0,PW_1,173,443,1101,1.77,79,1971,597,0.46,10.22,9.94,1,82
,Payne,2020_21,Payne 20_21,Drill,1,2,1,V035,90-60,split,160,415,779,1.62,67,1962,546,0.42,9.38,8.16,1,97
,Payne,2020_21,Payne 20_21,Drill,1,3,1,Reiziq,150-0,PW_2,175,532,1056,1.68,89,2030,608,0.35,8.06,7.37,1,68
,Payne,2020_21,Payne 20_21,Drill,1,4,1,V071,90-60,split,200,476,1070,1.4,66,2168,498,0.43,10.55,10.45,1,80
,Payne,2020_21,Payne 20_21,Drill,1,5,1,Sherpa,90-0,PW_1,180,469,902,1.51,71,1819,491,0.52,10.62,10.85,1,76
,Payne,2020_21,Payne 20_21,Drill,1,6,1,Viand,0-0,zero,160,191,652,1.28,24,1276,428,0.55,7.99,7.14,1,71
,Payne,2020_21,Payne 20_21,Drill,1,7,1,Viand,90-0,PW_1,198,441,1281,1.53,68,1978,771,0.52,11.5,11.45,1,78
,Payne,2020_21,Payne 20_21,Drill,1,8,1,V025,150-0,PW_2,223,491,985,1.96,96,2201,676,0.44,11.02,11.44,1,86
,Payne,2020_21,Payne 20_21,Drill,1,9,1,V025,0-0,zero,193,211,637,1.37,29,1362,457,0.56,8.64,7.63,1,66
,Payne,2020_21,Payne 20_21,Drill,1,10,1,V035,150-0,PW_2,158,546,1004,2.12,116,2016,598,0.44,9.93,10.14,1,98
,Payne,2020_21,Payne 20_21,Drill,1,11,1,Reiziq,90-0,PW_1,200,479,697,1.38,66,2090,545,0.4,9.53,10,1,78
,Payne,2020_21,Payne 20_21,Drill,1,12,1,Sherpa,0-0,zero,160,229,609,1.34,31,1641,508,0.48,8.97,8.22,1,77
,Payne,2020_21,Payne 20_21,Drill,1,13,1,V035,0-0,zero,180,185,452,1.46,27,1376,407,0.39,6.01,4.74,1,76
,Payne,2020_21,Payne 20_21,Drill,1,14,1,Viand,90-60,split,250,440,935,1.61,71,2190,744,0.51,12.67,12.22,6,81
,Payne,2020_21,Payne 20_21,Drill,1,15,1,V071,150-0,PW_2,200,575,835,1.53,88,2055,675,0.38,8.73,10.78,1,78
,Payne,2020_21,Payne 20_21,Drill,1,16,1,Reiziq,90-60,split,198,514,901,1.56,80,2294,646,0.38,9.86,9.68,1,79
,Payne,2020_21,Payne 20_21,Drill,1,17,1,V071,0-0,zero,183,227,627,1.41,32,1685,445,0.46,8.74,8.46,1,67
,Payne,2020_21,Payne 20_21,Drill,1,18,1,V071,90-0,PW_1,203,442,863,1.34,59,2131,562,0.49,11.75,10.68,1,74
,Payne,2020_21,Payne 20_21,Drill,1,19,1,V035,90-0,PW_1,185,439,711,1.83,80,1968,632,0.43,9.53,8.25,1,88
,Payne,2020_21,Payne 20_21,Drill,1,20,1,Viand,150-0,PW_2,225,445,867,2.08,93,2166,643,0.49,11.88,12.65,1,87
,Payne,2020_21,Payne 20_21,Drill,1,21,1,Sherpa,90-60,split,148,518,1025,1.62,84,2462,879,0.42,11.62,11.38,1,81
,Payne,2020_21,Payne 20_21,Drill,1,22,1,V025,90-60,split,190,435,871,1.84,80,2152,721,0.47,11.38,11.68,1,88
,Payne,2020_21,Payne 20_21,Drill,1,23,1,Reiziq,0-0,zero,143,251,587,1.4,35,1597,566,0.46,8.26,8.17,1,67
,Payne,2020_21,Payne 20_21,Drill,1,24,1,Sherpa,150-0,PW_2,188,619,1112,1.64,101,2400,768,0.42,11.46,11.06,1,84
,Payne,2020_21,Payne 20_21,Drill,2,1,2,Viand,90-60,split,150,466,1210,1.72,80,2123,811,0.52,12.34,11.4,1,77
,Payne,2020_21,Payne 20_21,Drill,2,2,2,Sherpa,150-0,PW_2,148,562,949,1.54,87,2002,608,0.47,10.69,11.14,1,80
,Payne,2020_21,Payne 20_21,Drill,2,3,2,V025,0-0,zero,153,189,561,1.36,26,1073,429,0.53,6.42,6.09,1,65
,Payne,2020_21,Payne 20_21,Drill,2,4,2,V035,90-0,PW_1,165,421,831,1.77,75,1980,548,0.44,9.77,8.09,1,93
,Payne,2020_21,Payne 20_21,Drill,2,5,2,V071,150-0,PW_2,185,452,1045,2.16,97,2022,639,0.45,10.2,10.87,1,74
,Payne,2020_21,Payne 20_21,Drill,2,6,2,Sherpa,90-60,split,165,555,1015,1.53,85,2215,655,0.49,12.18,12.4,5,81
,Payne,2020_21,Payne 20_21,Drill,2,7,2,Reiziq,90-0,PW_1,178,497,812,1.51,75,2016,634,0.45,10.34,9.95,1,74
,Payne,2020_21,Payne 20_21,Drill,2,8,2,V071,0-0,zero,163,253,624,1.56,39,1442,479,0.49,7.97,7.01,1,63
,Payne,2020_21,Payne 20_21,Drill,2,9,2,V025,90-60,split,180,437,991,1.55,68,2025,678,0.49,11.21,11.83,2,85
,Payne,2020_21,Payne 20_21,Drill,2,10,2,Viand,90-0,PW_1,170,436,1072,1.76,77,2081,676,0.53,12.35,12.34,1,84
,Payne,2020_21,Payne 20_21,Drill,2,11,2,Reiziq,0-0,zero,155,309,618,1.32,41,1282,417,0.5,7.24,6.91,1,66
,Payne,2020_21,Payne 20_21,Drill,2,12,2,V025,150-0,PW_2,193,478,1007,2.05,98,2163,750,0.45,11.02,12.34,1,87
,Payne,2020_21,Payne 20_21,Drill,2,13,2,Viand,150-0,PW_2,163,479,1183,2.04,98,2252,732,0.5,12.58,12.49,1,88
,Payne,2020_21,Payne 20_21,Drill,2,14,2,V035,90-60,split,150,457,781,1.78,82,2007,579,0.46,10.37,10.04,1,99
,Payne,2020_21,Payne 20_21,Drill,2,15,2,V071,90-0,PW_1,185,487,980,1.66,81,2191,566,0.47,11.53,10.43,1,80
,Payne,2020_21,Payne 20_21,Drill,2,16,2,Sherpa,0-0,zero,215,186,475,1.57,29,1370,424,0.51,7.91,7.09,1,69
,Payne,2020_21,Payne 20_21,Drill,2,17,2,Reiziq,150-0,PW_2,155,591,632,1.71,101,2328,626,0.37,9.81,9.96,1,80
,Payne,2020_21,Payne 20_21,Drill,2,18,2,Reiziq,90-60,split,188,558,737,1.67,93,2246,608,0.42,10.53,11.22,1,78
,Payne,2020_21,Payne 20_21,Drill,2,19,2,V035,150-0,PW_2,163,467,1005,2.25,105,2118,556,0.43,10.35,10.56,1,100
,Payne,2020_21,Payne 20_21,Drill,2,20,2,V071,90-60,split,185,537,802,1.79,96,2291,581,0.44,11.25,11.87,1,80
,Payne,2020_21,Payne 20_21,Drill,2,21,2,V035,0-0,zero,163,194,378,1.73,34,998,338,0.44,4.91,4.81,1,72
,Payne,2020_21,Payne 20_21,Drill,2,22,2,Viand,0-0,zero,190,226,539,1.53,35,1339,527,0.54,8.12,6.38,1,70
,Payne,2020_21,Payne 20_21,Drill,2,23,2,Sherpa,90-0,PW_1,193,528,755,1.51,80,2102,575,0.49,11.7,10.93,1,78
,Payne,2020_21,Payne 20_21,Drill,2,24,2,V025,90-0,PW_1,185,423,1055,1.94,82,1895,649,0.49,10.4,11.22,1,80
,Payne,2020_21,Payne 20_21,Drill,3,1,3,Viand,150-0,PW_2,185,473,1093,2.3,109,2221,555,0.5,12.54,12.46,2,89
,Payne,2020_21,Payne 20_21,Drill,3,2,3,Reiziq,90-60,split,155,429,693,1.57,67,1956,496,0.44,9.81,9.1,1,77
,Payne,2020_21,Payne 20_21,Drill,3,3,3,Sherpa,90-0,PW_1,160,512,897,1.31,67,2050,487,0.5,11.46,11.11,1,81
,Payne,2020_21,Payne 20_21,Drill,3,4,3,V025,90-60,split,180,373,764,1.5,56,2011,571,0.48,10.87,12.1,1,85
,Payne,2020_21,Payne 20_21,Drill,3,5,3,V035,0-0,zero,143,186,392,1.42,26,1053,300,0.38,4.56,4.32,1,78
,Payne,2020_21,Payne 20_21,Drill,3,6,3,Reiziq,0-0,zero,185,236,539,1.16,27,1126,420,0.47,5.99,6.86,1,68
,Payne,2020_21,Payne 20_21,Drill,3,7,3,V071,90-0,PW_1,168,374,765,1.32,50,1686,376,0.5,9.43,10.91,1,75
,Payne,2020_21,Payne 20_21,Drill,3,8,3,V035,150-0,PW_2,175,460,847,2.07,95,1917,520,0.42,9.1,9.97,1,93
,Payne,2020_21,Payne 20_21,Drill,3,9,3,V071,0-0,zero,175,201,490,1.21,24,1176,339,0.47,6.29,7.39,1,66
,Payne,2020_21,Payne 20_21,Drill,3,10,3,Sherpa,90-60,split,178,457,1029,1.42,65,1726,470,0.51,10,12.38,2,82
,Payne,2020_21,Payne 20_21,Drill,3,11,3,V025,90-0,PW_1,223,421,793,1.55,65,1663,500,0.49,9.19,11.42,1,74
,Payne,2020_21,Payne 20_21,Drill,3,12,3,V071,90-60,split,200,439,886,1.33,58,2195,528,0.43,10.75,11.54,1,74
,Payne,2020_21,Payne 20_21,Drill,3,13,3,Sherpa,150-0,PW_2,178,536,807,1.51,81,2091,563,0.48,11.36,11.82,1,86
,Payne,2020_21,Payne 20_21,Drill,3,14,3,Viand,0-0,zero,203,179,534,1.31,23,1053,413,0.52,6.18,6.26,1,67
,Payne,2020_21,Payne 20_21,Drill,3,15,3,Reiziq,150-0,PW_2,215,552,835,1.55,86,2149,595,0.37,8.89,9.92,1,73
,Payne,2020_21,Payne 20_21,Drill,3,16,3,V035,90-0,PW_1,145,317,653,1.73,55,1702,474,0.42,8.14,8.13,1,83
,Payne,2020_21,Payne 20_21,Drill,3,17,3,Sherpa,0-0,zero,155,195,429,1.21,24,1182,402,0.51,6.79,7.2,1,68
,Payne,2020_21,Payne 20_21,Drill,3,18,3,V025,0-0,zero,225,197,727,1.11,22,908,350,0.47,4.83,6.39,1,64
,Payne,2020_21,Payne 20_21,Drill,3,19,3,Viand,90-60,split,208,332,1162,1.37,45,1905,708,0.54,11.63,12.9,1,79
,Payne,2020_21,Payne 20_21,Drill,3,20,3,Reiziq,90-0,PW_1,183,481,896,1.38,67,1804,536,0.44,8.91,10.18,1,74
,Payne,2020_21,Payne 20_21,Drill,3,21,3,V025,150-0,PW_2,203,546,1167,1.92,105,2014,667,0.49,11.09,12.38,1,82
,Payne,2020_21,Payne 20_21,Drill,3,22,3,V071,150-0,PW_2,180,543,967,1.57,85,2137,573,0.46,11.02,12.47,1,80
,Payne,2020_21,Payne 20_21,Drill,3,23,3,V035,90-60,split,165,393,773,1.63,64,1863,530,0.45,9.47,9.6,1,91
,Payne,2020_21,Payne 20_21,Drill,3,24,3,Viand,90-0,PW_1,178,376,949,1.38,52,1875,620,0.53,11.16,11.48,1,*
,Strong,2020_21,Strong 20_21,Aerial,1,1,1,VO37,150-90,split,174,850,1961,1.69,144,2573,950,0.44,12.8,*,5,80
,Strong,2020_21,Strong 20_21,Aerial,1,2,1,VO37,0-0,zero,160,375,933,1,37,1596,591,0.46,8.2,*,1,60
,Strong,2020_21,Strong 20_21,Aerial,1,3,1,Reiziq,210-0,PW_3,137,760,1630,1.91,145,2758,904,0.37,11.61,*,5,84
,Strong,2020_21,Strong 20_21,Aerial,1,4,1,Sherpa,150-90,split,167,755,1503,1.76,133,2675,895,0.45,13.66,*,9,79
,Strong,2020_21,Strong 20_21,Aerial,1,5,1,Sherpa,90-0,PW_1,161,710,1486,1.45,103,2257,834,0.46,11.7,*,1,73
,Strong,2020_21,Strong 20_21,Aerial,1,6,1,VO37,210-0,PW_3,140,857,2000,1.76,151,2588,875,0.41,11.86,*,3,78
,Strong,2020_21,Strong 20_21,Aerial,1,7,1,V71,150-0,PW_2,154,780,1531,1.7,133,2515,720,0.47,13.37,*,1,80
,Strong,2020_21,Strong 20_21,Aerial,1,8,1,Sherpa,0-0,zero,151,377,868,0.98,37,1392,492,0.43,6.76,*,1,65
,Strong,2020_21,Strong 20_21,Aerial,1,9,1,V71,90-0,PW_1,114,660,1439,1.28,84,2263,672,0.46,11.8,*,1,74
,Strong,2020_21,Strong 20_21,Aerial,1,10,1,V71,150-90,split,148,841,1869,1.66,140,2620,790,0.49,14.44,*,2,77
,Strong,2020_21,Strong 20_21,Aerial,1,11,1,Reiziq,150-90,split,98,678,1242,1.67,113,2533,810,0.4,11.3,*,4,78
,Strong,2020_21,Strong 20_21,Aerial,1,12,1,VO37,90-0,PW_1,110,620,1343,1.33,83,2217,814,0.45,11.21,*,1,70
,Strong,2020_21,Strong 20_21,Aerial,1,13,1,Reiziq,90-0,PW_1,84,589,1212,1.39,82,2337,730,0.42,11.03,*,1,75
,Strong,2020_21,Strong 20_21,Aerial,1,14,1,V71,210-0,PW_3,129,856,1479,2.08,178,2480,661,0.46,12.79,*,1,80
,Strong,2020_21,Strong 20_21,Aerial,1,15,1,Sherpa,150-0,PW_2,126,728,1363,1.69,123,2402,851,0.45,12.23,*,1,77
,Strong,2020_21,Strong 20_21,Aerial,1,16,1,VO37,150-0,PW_2,79,748,1447,1.65,123,2505,746,0.46,12.86,*,1,76
,Strong,2020_21,Strong 20_21,Aerial,1,17,1,Sherpa,210-0,PW_3,102,815,1580,2.17,177,2635,748,0.46,13.76,*,6,83
,Strong,2020_21,Strong 20_21,Aerial,1,18,1,Reiziq,0-0,zero,79,382,1077,1.16,44,1641,527,0.43,7.97,*,1,65
,Strong,2020_21,Strong 20_21,Aerial,1,19,1,Reiziq,150-0,PW_2,75,680,1283,1.83,125,2121,567,0.41,9.78,*,3,79
,Strong,2020_21,Strong 20_21,Aerial,1,20,1,V71,0-0,zero,92,350,923,1.19,42,1611,483,0.48,8.75,*,1,68
,Strong,2020_21,Strong 20_21,Aerial,2,1,2,Reiziq,150-0,PW_2,71,710,1783,1.84,131,2250,677,0.4,10.16,*,1,82
,Strong,2020_21,Strong 20_21,Aerial,2,2,2,Sherpa,0-0,zero,82,401,1043,1.21,49,1594,656,0.45,8.03,*,1,62
,Strong,2020_21,Strong 20_21,Aerial,2,3,2,V71,150-90,split,58,600,1231,2.41,145,2780,690,0.48,15.02,*,2,83
,Strong,2020_21,Strong 20_21,Aerial,2,4,2,Sherpa,150-0,PW_2,87,714,1292,2.04,146,2423,641,0.51,13.82,*,2,82
,Strong,2020_21,Strong 20_21,Aerial,2,5,2,V71,0-0,zero,81,313,882,1.21,38,1564,513,0.48,8.43,*,1,63
,Strong,2020_21,Strong 20_21,Aerial,2,6,2,VO37,150-0,PW_2,91,649,1589,2.01,130,2789,811,0.46,14.57,*,1,75
,Strong,2020_21,Strong 20_21,Aerial,2,7,2,V71,210-0,PW_3,76,657,1755,2.39,157,2530,732,0.48,13.7,*,3,78
,Strong,2020_21,Strong 20_21,Aerial,2,8,2,Reiziq,90-0,PW_1,65,469,1350,2.08,97,2220,618,0.42,10.4,*,1,75
,Strong,2020_21,Strong 20_21,Aerial,2,9,2,Sherpa,150-90,split,130,685,1274,1.89,130,2788,903,0.49,15.52,*,8,86
,Strong,2020_21,Strong 20_21,Aerial,2,10,2,V71,150-0,PW_2,102,571,1144,2.23,128,2621,715,0.49,14.56,*,1,80
,Strong,2020_21,Strong 20_21,Aerial,2,11,2,Reiziq,0-0,zero,67,282,679,1.18,33,1223,427,0.46,6.41,*,1,61
,Strong,2020_21,Strong 20_21,Aerial,2,12,2,VO37,90-0,PW_1,84,594,1681,1.48,88,2353,680,0.46,12.29,*,1,74
,Strong,2020_21,Strong 20_21,Aerial,2,13,2,Sherpa,210-0,PW_3,90,784,1484,2.13,167,2810,803,0.47,14.85,*,9,85
,Strong,2020_21,Strong 20_21,Aerial,2,14,2,VO37,150-90,split,106,703,1519,2.05,144,2687,876,0.43,13.17,*,7,84
,Strong,2020_21,Strong 20_21,Aerial,2,15,2,V71,90-0,PW_1,63,632,1654,1.77,112,2387,612,0.49,13.29,*,1,74
,Strong,2020_21,Strong 20_21,Aerial,2,16,2,Sherpa,90-0,PW_1,90,793,1599,1.29,102,2215,718,0.49,12.34,*,1,73
,Strong,2020_21,Strong 20_21,Aerial,2,17,2,VO37,210-0,PW_3,70,908,2286,2.06,187,2645,731,0.45,13.43,*,1,81
,Strong,2020_21,Strong 20_21,Aerial,2,18,2,Reiziq,210-0,PW_3,84,752,1606,2.63,198,2802,705,0.39,12.32,*,2,82
,Strong,2020_21,Strong 20_21,Aerial,2,19,2,Reiziq,150-90,split,67,641,1362,2.15,138,2591,775,0.41,11.94,*,2,82
,Strong,2020_21,Strong 20_21,Aerial,2,20,2,VO37,0-0,zero,73,312,730,1.18,37,1587,526,0.49,8.75,*,1,61
,Strong,2020_21,Strong 20_21,Aerial,3,1,3,VO37,90-0,PW_1,70,619,1246,1.47,91,2406,665,0.45,12.09,*,1,74
,Strong,2020_21,Strong 20_21,Aerial,3,2,3,Reiziq,150-90,split,73,729,1450,1.77,129,2449,768,0.4,11.08,*,2,80
,Strong,2020_21,Strong 20_21,Aerial,3,3,3,Sherpa,150-0,PW_2,71,602,1167,2.18,131,2241,653,0.48,12.2,*,1,82
,Strong,2020_21,Strong 20_21,Aerial,3,4,3,Reiziq,210-0,PW_3,59,585,1749,2.82,165,2802,874,0.42,13.19,*,5,78
,Strong,2020_21,Strong 20_21,Aerial,3,5,3,Reiziq,0-0,zero,59,281,996,1.27,36,1447,526,0.46,7.49,*,1,62
,Strong,2020_21,Strong 20_21,Aerial,3,6,3,V71,150-90,split,91,592,1006,2.02,119,2604,721,0.51,15,*,2,80
,Strong,2020_21,Strong 20_21,Aerial,3,7,3,VO37,150-0,PW_2,88,610,1172,2.19,134,2836,814,0.46,14.56,*,2,74
,Strong,2020_21,Strong 20_21,Aerial,3,8,3,V71,210-0,PW_3,66,666,1458,1.98,132,2428,559,0.48,13.24,*,1,83
,Strong,2020_21,Strong 20_21,Aerial,3,9,3,VO37,150-90,split,86,630,1227,1.99,125,2699,884,0.48,14.6,*,1,78
,Strong,2020_21,Strong 20_21,Aerial,3,10,3,V71,0-0,zero,76,272,736,1.25,34,1389,436,0.5,7.82,*,1,63
,Strong,2020_21,Strong 20_21,Aerial,3,11,3,Sherpa,210-0,PW_3,101,917,1842,1.95,179,2423,658,0.49,13.47,*,6,*
,Strong,2020_21,Strong 20_21,Aerial,3,12,3,VO37,0-0,zero,97,263,795,1.17,31,1382,530,0.49,7.66,*,1,64
,Strong,2020_21,Strong 20_21,Aerial,3,13,3,Reiziq,150-0,PW_2,103,673,1366,2.03,137,2626,822,0.43,12.88,*,6,85
,Strong,2020_21,Strong 20_21,Aerial,3,14,3,Sherpa,150-90,split,66,713,1302,1.52,108,2464,719,0.51,14.04,*,9,83
,Strong,2020_21,Strong 20_21,Aerial,3,15,3,V71,90-0,PW_1,89,488,992,1.5,73,2391,713,0.5,13.52,*,1,72
,Strong,2020_21,Strong 20_21,Aerial,3,16,3,Sherpa,0-0,zero,67,292,724,1.17,34,1536,517,0.52,9.03,*,1,64
